FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
2159,Washington Street,4467800,3,2,0,2020,BL,0,205.038535224694
2160,Harrison Avenue,5821000,5,2,0,2019,BFBL,0,187.230164433098
2161,Harrison Avenue,5466600,5,2,0,2019,BL,0,241.912599343464
2162,Constitution Road,5342500,0,2,0,2018,SLM,0,436.396491291815
2163,Court Street,5423000,3,2,0,2020,SBL,0,111.034803002018
2164,D Street,4564600,5,2,0,2013,BLSL,46.7137739855,153.26010681115
2165,D Street,4555200,5,2,0,2013,BLSL,54.8869851726,180.075050537761
2166,A Street,5815800,5,2,0,2013,BLSL,71.5610275672,234.779804618286
2167,A Street,5435700,5,2,0,2013,SLM,92.1825197232,302.435483478952
2168,Atlantic Avenue,5652300,3,2,0,2011,BL,50.9920078033,167.296278930135
2169,John F. Fitzgerald Surface Road,5586500,3,2,0,2011,BL,100.028727627,328.177583889843
2170,Atlantic Avenue,45230600,3,2,0,2011,BFBL,67.8235780803,222.517855738585
2171,Atlantic Avenue,45230500,3,2,0,2011,BFBL,28.8865567074,94.7719781300266
2172,Atlantic Avenue,5271200,3,2,0,2011,BFBL,100.209837513,328.771775244456
2173,High Street,45232100,3,2,0,2011,SLM,59.4615720605,195.083507668727
2174,Commercial Street,5149400,5,2,0,2017,SBL,30.3796073998,99.6704286198519
2175,Commercial Street,5641200,5,2,0,2017,SBL,25.0376021982,82.144199857746
2176,Commercial Street,5727700,5,2,0,2017,SBL,89.0084250679,292.021807926172
2177,D Street,4530400,5,2,0,2013,BL,289.738169216,950.582643491816
2178,D Street,5472900,3,2,0,2013,BL,9.75034248052,31.9892485870152
2179,D Street,5285900,3,5,0,2013,BLSL,95.9007756483,314.634461480108
2180,D Street Extension,45263700,3,5,1,2013,SLM,69.0777176501,226.632478653577
2181,Meridian Street,4418700,3,2,0,2013,BLSL,83.8161110009,274.986690855638
2182,Maverick Street,5157200,5,2,0,2015,BL,71.29433962,233.904845907212
2183,Bennington Street,5637600,5,2,1,2008,SLM,39.4942900012,129.574183136462
2184,Bennington Street,5124401,5,2,0,2008,SLM,181.870891191,596.688082222911
2185,Bennington Street,4396900,5,2,0,2008,SLM,198.755685529,652.084278243792
2186,Washington Street,4478200,3,2,0,2010,SLM,42.1260229913,138.208460402554
2187,Washington Street,4487900,3,2,0,2010,SLM,88.2575348644,289.558262331654
2188,Beacon Street,4585800,3,2,0,2009,BL,35.7277981863,117.21695121517
2189,Commonwealth Avenue,6291100,3,2,1,2013,BL,75.6532951852,248.205852592501
2190,Baker Street,5688200,6,2,0,2014,BL,273.909619257,898.651809215136
2191,Veterans Of Foreign Wars Parkway,5214800,2,3,1,2013,BL,54.9329762553,180.225939599308
2192,Baker Street,5687901,6,2,0,2014,BL,38.7693219885,127.195683889591
2193,Veterans Of Foreign Wars Parkway,6218300,2,3,1,2013,SLM,73.0300304859,239.599358328206
2194,Veterans Of Foreign Wars Parkway,4835500,2,3,1,2013,BL,79.0925294402,259.489406985941
2195,Veterans Of Foreign Wars Parkway,6218500,2,3,1,2013,BL,162.38822827,532.768712270931
2196,Commonwealth Avenue,6227900,3,2,1,2013,SLM,215.669368127,707.575251931345
2197,Washington Street,4499300,3,2,0,2010,BL,64.8619242018,212.801162975967
2198,Faneuil Street,4484900,6,2,0,2017,SLM,37.3797835614,122.636839878448
2199,Veterans Of Foreign Wars Parkway,5107700,2,3,1,2013,SLM,192.19111662,921.58829780175
2200,Washington Street,5812000,3,2,0,2010,BL,52.4461136627,172.066957908988
2201,Washington Street,5811800,3,2,0,2010,BL,17.9420302142,58.864810797298
2202,Washington Street,4503900,3,2,0,2010,BL,60.0133151878,196.893684939347
2203,Northern Avenue,5652800,6,2,0,2018,BLSL,0,296.891580388595
2204,Border Street,5614800,5,2,0,2017,BL,0,70.4717458429047
2205,Veterans Of Foreign Wars Parkway,5107900,2,3,1,2013,BL,34.8330817079,114.281535545582
2206,Commonwealth Avenue,6237800,3,2,1,2013,SLM,104.098279707,341.529105987354
2207,Chestnut Hill Avenue,4531400,5,2,0,2013,BL,78.2528896027,256.734688655679
2208,Washington Street,5784101,3,2,0,2010,SLM,17.4376895431,57.2101531095235
2209,Chestnut Hill Avenue,5656400,5,2,0,2013,BLSL,77.6303515845,254.692245149385
2210,Market Street,5789700,5,2,0,2013,SLM,56.3639036269,184.92057382454
2211,Market Street,4482700,5,2,0,2013,BL,97.7416593574,320.674094086029
2212,Market Street,4476600,5,2,0,2013,BL,31.4105205785,103.052682931291
2213,Market Street,4474600,5,2,0,2013,BL,34.7311110303,113.946986767754
2214,Belgrade Avenue,5403201,3,2,0,2013,SLM,58.2153069325,190.994719476694
2215,Belgrade Avenue,5403200,3,2,0,2013,SLM,126.721302561,415.751473503576
2216,Commonwealth Avenue Frontage Road Wb,5435300,0,2,1,2013,SLM,60.4967203681,198.479656740207
2217,Belgrade Avenue,4899501,3,2,0,2009,BL,35.9562570927,117.966486808879
2218,Centre Street,4874500,5,2,0,2010,BL,37.9329193065,124.451586064405
2219,Belgrade Avenue,4898600,3,2,0,2009,BL,22.8347906136,74.9171422038847
2220,Commonwealth Avenue Frontage Road Wb,4540600,0,2,1,2013,BL,134.254548273,440.466797127073
2221,Commonwealth Avenue Frontage Road Eb,5109500,0,2,1,2013,SLM,193.148417367,633.687765974744
2222,Cambridge Street,6242000,3,2,1,2010,BL,35.5059182817,116.489000219272
2223,Cambridge Street,5237000,3,2,1,2010,BL,35.5202711807,116.536089684809
2224,Market Street,5442800,5,2,0,2013,BLSL,52.8719522507,173.464063333521
2225,Market Street,4456900,5,2,0,2013,SLM,52.7565077114,173.08530907244
2226,Market Street,6279600,5,2,1,2013,BL,36.7475216546,120.562493972976
2227,Centre Street,4859100,5,2,0,2019,BFBL,36.6275132126,120.168766235295
2228,Commonwealth Avenue Frontage Road Wb,5264000,0,2,1,2013,SLM,316.619167711,1038.77471939746
2229,Commonwealth Avenue Frontage Road Eb,5110200,0,2,1,2013,SLM,120.944003214,396.797117222932
2230,Cambridge Street,5193600,3,2,0,2010,BL,17.6298243317,57.8405153258919
2231,Harvard Avenue,5262600,3,2,0,2010,BL,19.5227882786,64.0510145462141
2232,Harvard Avenue,4477800,3,2,0,2010,BLSL,43.2230916804,141.807759965237
2233,Everett Street,5645200,6,2,0,2017,BLSL,106.696053616,350.051969258406
2234,Cambridge Street,5193700,3,2,0,2010,BL,59.2514313578,194.394071017179
2235,Western Avenue,4437500,5,2,0,2015,BLSL,190.604427226,625.341358325141
2236,Knight Street,5464300,0,2,0,0,SUP,64.1523343217,210.473116844753
2237,Knight Street,5914200,0,2,0,0,SUP,133.418091348,437.722506119908
2238,River Street,5078200,5,2,0,2012,BLSL,93.4570147452,306.616889218516
2239,Belgrade Avenue,4894400,3,2,0,2009,BL,179.1335159,587.707210056521
2240,Centre Street,4820100,5,2,0,2019,BFBL,72.3436622948,237.347498715957
2241,Walter Street,4837700,6,2,0,2016,BLSL,33.2457071237,109.073624138927
2242,Centre Street,5822101,5,2,1,2010,SLM,23.6176024933,77.4854175192308
2243,Centre Street,5212900,2,3,1,2011,BL,56.5058838055,185.386387114744
2244,Washington Street,4812200,3,2,0,2009,BL,17.1498780502,56.2658915742771
2245,Washington Street,5116900,3,2,0,2009,BL,45.1322084223,148.071253794311
2246,Washington Street,4909300,3,2,0,2009,SLM,89.6633892586,294.1706362545
2247,Washington Street,4901500,3,2,0,2009,BL,110.367118274,362.096120525635
2248,Washington Street,4893000,3,2,0,2009,BL,95.4409507564,313.125852628682
2249,Washington Street,4866900,3,2,0,2009,BL,19.2916019489,63.2925307385781
2250,Walter Street,6240000,6,2,0,2016,SLM,15.3587770037,50.3895875499731
2251,Walter Street,6294700,6,2,0,2016,BL,40.1088926811,131.590592085175
2252,Centre Street,6211800,2,3,1,2011,BL,281.809306738,924.569367182909
2253,Centre Street,6221700,2,3,1,2011,BL,182.703659048,599.420254736265
2254,Harvard Avenue,5871600,3,2,0,2010,BL,40.6353716775,133.317881932357
2255,North Harvard Street,4451700,5,2,0,2012,BLSL,59.4120065379,194.920891427862
2256,Cambridge Street,6264900,3,2,1,2015,BL,69.7653325107,228.888428426499
2257,Cambridge Street,5609600,3,2,1,2015,BFBL,238.538705347,782.605735815779
2258,North Harvard Street,5753500,5,2,0,2012,BL,113.49034967,372.342922202077
2259,North Harvard Street,5738800,5,2,0,2009,BL,55.1577568831,180.963407388746
2260,Washington Street,5281200,3,2,0,2016,BFBL,0,134.697426390565
2261,Cummins Highway,5540200,3,2,0,2012,BL,120.914310387,396.699699936352
2262,Centre Street,5199200,5,2,0,2011,SLM,34.4197829776,112.925571315729
2263,Perkins Street,6228900,5,3,1,2008,BL,12.3378138305,40.4783108660955
2264,Washington Street,5705500,3,2,0,2009,BL,208.128899342,682.836230578994
2265,Arborway,5241700,0,3,1,2018,SBL,0,34.5777975423188
2266,Centre Street,6211200,5,2,1,2011,SLM,67.4258468659,221.21296590903
2267,Centre Street,4717000,5,2,0,2010,SLM,78.3512868777,257.057513682695
2268,Western Avenue,5151900,5,2,0,2010,SBLBL,45.1963712527,148.281761381113
2269,Cambridge Street,6283800,3,1,1,2018,WALK,0,96.9481002094523
2270,American Legion Highway,6232300,5,2,1,2020,SBL,77.4719786879,254.172650092904
2271,Centre Street,5134800,5,2,0,2010,BL,75.7206062914,248.426689125932
2272,Centre Street,4701000,5,2,0,2010,BL,51.9077484104,170.300671230874
2273,Centre Street,5135100,5,2,0,2010,SLM,28.859974464,94.6847662177052
2274,South Huntington Avenue,5127500,5,2,0,2010,BL,109.90045293,360.565069312085
2275,Centre Street,4665600,5,2,0,2010,SLM,42.7082710372,140.118719240504
2276,South Huntington Avenue,4652100,5,2,0,2010,BL,43.3851823718,142.339552515444
2277,South Huntington Avenue,5127400,5,2,0,2010,BL,119.406715664,391.753532962609
2278,Walk Hill Street,5133200,5,2,0,2015,BL,12.1645451593,39.909845266171
2279,Beacon Street,5871100,3,2,1,2018,BFBL,57.4920933027,188.621976133176
2280,Commonwealth Avenue,5589200,3,2,1,2018,SBL,71.6597129693,235.103574945006
2281,Beacon Street,6292400,3,2,1,2018,SBL,6.04207154021,19.82302971251
2282,Park Drive,5655400,2,2,0,2015,BL,43.9942415022,144.337773999585
2283,Beacon Street,6292300,3,2,1,2018,SBL,140.552284122,461.128618821128
2284,Park Drive,5862700,2,2,0,2015,BL,54.0883794343,177.454958186919
2285,Mountfort Street,5655600,0,2,0,2017,BL,103.613333571,339.938078585027
2286,Arborway,5763500,0,3,1,2018,SBL,0,59.0816994358782
2287,James Shea Circle,5489200,2,1,1,2018,SBL,0,121.725293913919
2288,Rossmore Street,4766800,0,2,0,2017,SLMTC,0,738.628255253333
2289,Rossmore Street,4759700,0,2,0,2017,SLMTC,0,237.105366208235
2290,Centre Street,4653700,5,2,0,2010,SLM,56.1583940217,184.246331040773
2291,Centre Street,5315400,5,2,0,2010,SLM,68.7707563494,225.625389824801
2292,Longwood Avenue,5745101,5,2,0,2015,BLSL,52.9342124481,173.66832864807
2293,Hereford Street,5122000,0,2,0,2013,SLM,61.0996396076,200.457734273858
2294,Centre Street,5726300,5,2,0,2010,BLSL,132.850213494,435.859408799637
2295,Huntington Avenue,6235600,3,2,1,2013,SLM,74.3516593894,243.935402537137
2296,Longwood Avenue,4551300,5,2,0,2015,BLSL,79.0982605743,259.508209914211
2297,River Street,5730100,5,2,0,2013,SLM,54.9752417609,180.364605662102
2298,Blue Hill Avenue,6233300,2,2,1,2010,SLM,116.160523889,381.103318779947
2299,Blue Hill Avenue,6257500,2,2,1,2010,BL,13.5926974545,44.5953748841751
2300,Blue Hill Avenue,5158400,2,2,1,2010,BL,147.030230081,482.381679858261
2301,American Legion Highway,5707600,5,2,1,2020,SBL,170.83698452,570.375756676029
2302,Ruggles Street,4572100,5,2,0,2010,SLM,73.4775260419,241.067516688409
2303,Centre Street,4638000,5,2,0,2010,BLSL,71.0217053019,233.010378167605
2304,Centre Street,5147500,5,2,0,2010,BLSL,61.6075744676,202.124183904113
2305,Huntington Avenue,6241600,3,2,1,2013,SLM,103.210853212,338.617607584654
2306,Bay State Road,5653800,6,2,0,2019,CFBL,172.466456002,565.833697730293
2307,Beacon Street,5742800,3,2,1,2020,SBL,419.658876788,1376.83083156683
2308,River Street,5045800,5,2,0,2013,SLM,74.8142238558,245.452999434799
2309,River Street,5839900,5,2,0,2013,SLM,75.5084908066,247.730773600299
2310,River Street,5868900,5,2,0,2013,SLM,18.8270740173,61.7684920108404
2311,Jewish War Veterans Drive,4756300,5,2,0,2009,BL,125.301977606,411.094904845208
2312,Seaver Street,5149000,3,2,1,2016,BFBL,34.4866213986,113.144857037795
2313,Walnut Avenue,4696800,6,2,0,2011,SLM,49.7244458245,163.137619335533
2314,Walnut Avenue,5206200,6,2,0,2011,SLM,73.2265262164,240.244028110282
2315,Marcella Street,5716000,6,2,0,2011,SLM,80.1875134732,263.081867139792
2316,Valentine Street,4645000,0,2,0,2011,SLM,79.9675340761,262.360151400732
2317,Commonwealth Avenue,5126900,3,2,1,2009,BL,60.1742856606,197.421802206633
2318,Commonwealth Avenue,6224800,3,2,1,2009,BL,73.5128639279,241.183454403869
2319,Commonwealth Avenue,5127000,3,2,1,2009,BL,31.0242776279,101.785484154151
2320,Commonwealth Avenue,5145700,3,2,1,2009,BL,164.350446657,539.206423769784
2321,South Street,4771800,5,2,0, ,SLM,0,94.4154898832366
2322,Park Drive,4520100,2,3,0,2018,SLM,0,336.159808128495
2323,Essex Street,5589300,2,2,0,2018,BL,0,71.7188419334848
2324,Forest Hills Entrance Drive,5311200,5,2,1, ,BL,0,106.65941712911
2325,Washington Street,4746300,3,2,0,2016,SLM,0,190.006695184383
2326,Cummins Highway,5730300,3,2,1, ,SLM,0,692.096680411988
2327,Franklin Park Service Road,5921400,0,2,0, ,SUP,0,364.305032882067
2328,Washington Street,4729000,3,2,0,2016,SLM,0,261.967369165607
2329,Fenway Connector To Park Drive,4546100,3,3,1,2019,BL,0,63.9249858422271
2330,Brookline Avenue,4522000,3,2,0,2019,BLSL,0,273.800129081362
2331,Overland Street,4517900,0,2,0, ,SLM,0,422.247258060503
2332,Brookline Avenue,5626600,3,2,0,2019,BLSL,0,496.426660989254
2333,Cummins Highway,6282100,3,2,1, ,SLM,0,246.960831269685
2334,Washington Street,4674400,3,2,0,2016,SLM,0,133.398019407708
2335,Norfolk Street,5723400,5,2,0,2017,BL,126.131815741,413.817465489488
2336,Blue Hill Avenue,5124300,2,2,1,2010,BL,86.1690843233,282.706404124155
2337,Blue Hill Avenue,4910300,3,2,1,2010,BL,58.6404887758,192.389670238647
2338,Blue Hill Avenue,6218900,3,2,1,2010,BL,70.9469088429,232.764983446167
2339,Blue Hill Avenue,6219500,3,2,1,2010,BL,89.6950696811,294.274574439514
2340,Blue Hill Avenue,6211900,3,2,1,2012,SLM,192.679998952,632.150963223176
2341,Blue Hill Avenue,5167400,3,2,1,2012,SLM,121.123687316,397.386630760306
2342,Jewish War Veterans Drive,5190400,5,2,0,2009,BL,101.424607714,332.757233772119
2343,Seaver Street,6228500,3,2,1,2016,BL,162.585600933,533.416259077786
2344,Martin Luther King Boulevard,6239800,5,2,1,2011,BL,338.029769578,1109.01933569118
2345,Martin Luther King Boulevard,5221100,5,2,1,2011,BL,345.909357342,1134.87094989554
2346,Forsyth Street,5729200,0,2,0,2012,BL,55.1305036472,180.873994021389
2347,Huntington Avenue,6261800,3,2,1,2012,SLM,36.8515078993,120.903655490342
2348,Forsyth Street,4549600,0,2,0,2012,BL,78.8609667109,258.729688286419
2349,Columbus Avenue,5194400,3,2,0,2018,SBL,53.3667207939,175.087316463893
2350,Massachusetts Avenue,4534600,3,2,0,2016,BL,83.6392015977,274.406280572474
2351,Commonwealth Avenue,6270101,3,1,1,2010,BL,16.0198236196,52.5583713249854
2352,Commonwealth Avenue,5145800,3,2,1,2010,BL,79.167623797,259.735779071211
2353,Beacon Street,4495900,3,2,0,2016,SBL,188.324191911,617.860286290421
2354,Washington Street,6245400,3,2,1,2008,SLM,8.45134283977,27.7274473192645
2355,Washington Street,5271900,3,2,1,2008,SLM,9.19820772927,30.1777865384814
2356,Columbus Avenue,5669000,3,2,0,2009,BL,46.3693758903,152.130194047379
2357,Commonwealth Avenue,6220200,3,2,1,2010,BL,63.2311068237,207.450722973484
2358,Hereford Street,5269800,5,2,0,2013,BL,50.8359862882,166.78439833526
2359,Norfolk Street,5217300,5,2,0,2017,BL,49.6853137231,163.009233438627
2360,Norfolk Street,4916900,5,2,0,2017,BL,58.6297986123,192.354597598446
2361,Commonwealth Avenue,6208800,3,2,1,2010,BL,188.110501553,617.159203819921
2362,Cambridge Street,45701300,3,2,0,2011,BL,6.05399833775,19.8621595460059
2363,Blue Hill Avenue,5139000,3,2,1,2012,SLM,66.3902090715,217.815210933618
2364,Blue Hill Avenue,4762400,3,2,1,2010,BL,198.668296054,651.797567962259
2365,Old Road,5384100,0,2,0,2009,BL,22.6672186748,74.3673666191863
2366,Columbia Road,6255100,5,2,1,2010,SLM,27.5383955551,90.348886082959
2367,Columbia Road,5402200,5,2,1,2010,BL,59.8555854707,196.376199974097
2368,Columbia Road,6246500,5,2,1,2010,BL,67.6589443026,221.977719774775
2369,Columbia Road,5776500,5,2,1,2010,BL,81.8115968772,268.410214067728
2370,Columbia Road,6246600,5,2,1,2010,BL,197.204672256,646.995662249928
2371,Blue Hill Avenue,5223400,5,2,1,2012,SLM,69.2516302836,227.203057046943
2372,Warren Street,4695700,5,2,0,2010,SLM,62.1955746292,204.053314461293
2373,Warren Street,6263600,5,2,1,2011,SLM,31.4441553305,103.163032962125
2374,Warren Street,5601800,5,2,1,2011,SLM,144.491302874,474.051882837019
2375,Warren Street,6286500,5,2,1,2011,BL,27.2374541813,89.361547571274
2376,Washington Street,4609500,3,2,0,2011,SLM,54.878301485,180.046560783571
2377,Harrison Avenue,5601000,5,2,0,2011,BLSL,73.5061292873,241.16135918554
2378,Washington Street,5394100,3,2,0,2011,SLM,34.5540555736,113.366097323338
2379,Massachusetts Avenue,5843800,3,2,0,2016,BL,20.9746896293,68.8144608841056
2380,Belvidere Street,4517700,5,2,0,2013,BL,19.4844724555,63.9253067387862
2381,Belvidere Street,5661800,5,2,0,2013,BL,51.3600470411,168.503693347095
2382,Dartmouth Street,5238500,5,2,0,2011,BL,95.509248047,313.349924612453
2383,Dorchester Avenue,4700800,3,2,0,2011,BL,52.837864965,173.352228642199
2384,Norfolk Street,5752600,5,2,0,2017,BL,48.3074514628,158.488696985431
2385,New England Avenue,4849100,0,2,0,2018,SLMTC,0,245.669009312413
2386,Talbot Avenue,5817600,5,2,0,2010,SLM,135.470197985,444.455141221744
2387,Talbot Avenue,5759600,5,2,0,2010,SLM,57.0839393719,187.282891097246
2388,Norfolk Street,4861500,5,2,0,2017,BL,73.2288522545,240.251659436214
2389,Columbia Road,5217800,5,2,1,2010,BL,179.642695628,589.377743901121
2390,Columbia Road,6239300,5,2,1,2010,BL,71.707355206,235.259881219649
2391,Monsignor Reynolds Way,5671400,5,2,0,2011,SLM,36.8194949538,120.798626368274
2392,Albany Street,4555300,5,2,0,2012,BL,109.262663215,358.472587574979
2393,Dartmouth Street,4534500,5,2,0,2011,SLM,85.7830799099,281.439987995344
2394,Dartmouth Street,5269100,5,2,0,2011,BL,44.8287617503,147.075695830912
2395,Commonwealth Avenue,6208700,3,2,1,2010,BL,189.521512133,621.788494384292
2396,Commonwealth Avenue,4478500,3,2,1,2010,BL,206.518129826,677.551564257508
2397,Longfellow Bridge,6273800,2,1,1,2018,SBL,582.641368462,1911.54918875558
2398,Dorchester Avenue,5002300,3,2,0,2010,SLM,76.9123638687,252.336647113975
2399,Adams Street,5014700,5,2,0,2017,BL,136.384218925,447.453891593073
2400,Dorchester Avenue,4992000,3,2,0,2010,SLM,145.83123591,478.447979807877
2401,Talbot Avenue,4872700,5,2,0,2010,BL,205.798839858,675.19169378384
2402,Geneva Avenue,4766300,5,2,0,2016,SLM,72.7523566236,238.688356676722
2403,Washington Street,4623000,3,2,0,2016,SLM,0,374.375361916068
2404,Gallivan Boulevard,5201100,2,1,1,2020,BL,0,146.739526302057
2405,Morton Street,6281100,2,1,1,2020,BL,0,158.292405533631
2406,Ferndale Street,4868600,0,2,0,2018,SLMTC,0,531.205522117408
2407,Norwell Street,4808700,0,2,0,2020,SLMTC,0,503.779389064088
2408,Washington Street,4903000,5,2,0, ,SLM,0,336.810086929431
2409,Washington Street,4919700,5,2,0, ,SLM,0,220.038730665428
2410,Washington Street,4924200,5,2,0, ,SLM,0,130.791799965209
2411,Washington Street,4938500,5,2,0, ,SLM,0,198.071918760377
2412,Albany Street,5672100,5,2,0,2012,BLSL,63.5995741013,208.659602718906
2413,Kneeland Street,5233400,3,2,0,2017,SBLBL,0,128.227663725675
2414,Boylston Street,5861800,3,2,0,2020,SBL,23.7222854803,77.8288649003962
2415,Main Street,4411100,5,2,0,2011,BL,37.034491225,121.503993285502
2416,Main Street,5760100,5,2,0,2011,BL,18.7259947584,61.4368677646678
2417,Main Street,5173400,5,2,0,2014,BFBL,31.8716561065,104.565591726122
2418,Main Street,5173300,5,2,0,2011,BL,84.4317693067,277.006563138097
2419,Main Street,5173200,5,2,0,2011,BL,169.501806816,556.107177879536
2420,Dorchester Avenue,5194800,3,2,0,2010,SLM,126.644649729,415.499988338138
2421,Dorchester Avenue,5743500,3,2,0,2010,SLM,53.1952211849,174.524654844619
2422,Dorchester Avenue,5192600,3,2,0,2010,SLM,86.8646690968,284.988501842494
2423,Dorchester Avenue,5192801,3,2,0,2011,SLM,11.6648931335,38.2705702245835
2424,Dorchester Avenue,5192900,3,2,0,2011,SLM,49.4378861509,162.197464793345
2425,Columbia Road,6242500,5,2,1,2010,BL,72.3893373672,237.497351008205
2426,Summer Street,4464900,0,2,0,0,PED,80.8235175836,265.168490566275
2427,William Day Boulevard,4608100,3,3,0,2018,BL,0,1168.61018704094
2428,Winter Street,5419300,0,2,0,0,PED,10.5752410188,34.6956032792354
2429,Main Street,5792300,5,2,0,2012,BL,48.717194617,159.832995970098
2430,Warren Street,5830300,5,2,0,2012,BL,68.4705109243,224.640334586953
2431,Adams Street,46216000,0,2,0,2017,BL,58.6062899409,192.277469570125
2432,Ashmont Street,4880200,5,2,0,2013,SLM,70.6262111005,231.712827585197
2433,Adams Street,5687400,5,2,0,2013,SLM,50.1464718487,164.522216393752
2434,Dorchester Avenue,5441700,3,2,0,2011,SLM,88.4125230487,290.066752686294
2435,Dorchester Avenue,4754400,3,2,0,2011,SLM,92.250703427,302.659182835789
2436,Freeport Street,5605900,3,2,0,2013,BL,115.132121279,377.729301228845
2437,Dorchester Avenue,4723800,3,2,0,2011,BL,97.8273744943,320.955311137697
2438,Dorchester Avenue,5710200,3,2,0,2011,BL,85.1006434777,279.201027817629
2439,Dorchester Avenue,5628200,3,2,0,2011,BL,100.374506568,329.312026962876
2440,Constitution Road,5569600,0,2,0,2018,SBL,0,444.501132975068
2441,Dorchester Avenue,4629900,3,2,0,2011,SLM,79.5787437527,261.084595150533
2442,Dorchester Avenue,5267300,3,2,0,2011,BL,16.8789825408,55.3771285556899
2443,Dorchester Avenue,4545400,3,2,1,2011,BL,112.183635365,368.055810346672
2444,A Street,5398800,5,2,0,2013,BL,48.9784893253,160.690260383624
2445,A Street,4542400,5,2,0,2013,BL,49.9955934522,164.027209529406
2446,A Street,4538200,5,2,0,2013,BL,59.5162716083,195.262967778893
2447,Essex Street,5787700,5,2,0,2012,SLM,63.4970744128,208.323318301942
2448,Devonshire Street,5524200,5,2,0,2012,SLM,36.3980501444,119.415936198239
2449,Franklin Street,4462200,5,2,0,2011,SLM,64.588321863,211.903519290792
2450,Purchase Street,5652100,3,2,0,2011,BL,37.4449866062,122.850760215641
2451,Atlantic Avenue,4478900,3,2,0,2011,BL,187.360018582,614.696994309863
2452,Washington Street,5646900,5,2,0,0,PED,55.4817692543,182.026437968017
2453,Devonshire Street,5493401,5,2,0,2012,SLM,46.9069370083,153.893842495493
2454,Kilby Street,5805500,0,2,0,2011,BL,22.6959935346,74.461887274555
2455,Pearl Street,4459400,3,2,0,2012,BL,118.452176505,388.621849094053
2456,Franklin Street,5647700,5,2,0,2011,BL,46.6682769837,153.110838722322
2457,North Washington Street,45225100,3,2,0,2014,SLM,44.1891246884,144.977153252043
2458,Cross Street,45224000,3,2,0,2014,BL,74.1710597094,243.342885026251
2459,North Washington Street,45225900,3,2,0,2014,BL,16.057388536,52.6816155217854
2460,Salem Street,4434600,0,2,0,2013,SLM,27.3742315341,89.8102912915087
2461,Ashmont Street,4860000,5,2,0,2013,SLM,50.5260965105,165.767701619346
2462,Neponset Avenue,4819600,5,2,0,2012,BLSL,68.1393369814,223.553808101259
2463,Neponset Avenue,4843400,5,2,0,2012,BLSL,113.838098363,373.483827730583
2464,Neponset Avenue,4862200,5,2,0,2012,BL,65.4604601874,214.764859805991
2465,Freeport Street,5331600,3,2,0,2013,SLM,233.475122582,765.992964658436
2466,Old Colony Avenue,5203300,3,3,1,2016,BFBL,106.034924944,347.882916261876
2467,Columbia Road,5737000,3,1,1,2016,BFBL,273.300058771,896.651942834535
2468,Arlington Street,5272600,3,2,0,2020,SBL,0,166.199301625186
2469,Charles River Dam,5621100,2,3,1,2019,SBL,0,1342.83796564164
2470,Tremont Street,5227800,3,2,0,2020,SBL,0,70.2283181525675
2471,Lomasney Way,5484100,3,2,1,2017,BL,0,348.638097253238
2472,Dorchester Avenue,4527900,0,2,0,2020,SBL,0,253.346583855345
2473,Beach Street,4493400,0,2,0, ,SLM,0,247.765205350648
2474,Atlantic Avenue,45234100,3,2,0,2011,BL,143.596402832,471.115864947774
2475,Atlantic Avenue,5652600,3,2,0,2011,BL,50.5091227843,165.712013653608
2476,Seaport Boulevard,5320100,3,2,1,2012,BFBL,303.938264115,997.170788209802
2477,High Street,5326100,3,2,0,2011,BL,48.5910403789,159.419104978516
2478,John F. Fitzgerald Surface Road,45231800,3,2,0,2011,BL,54.0694393858,177.392819034203
2479,Atlantic Avenue,5284600,5,2,0,2017,SBL,131.36722775,430.993979690267
2480,Neponset Avenue,4888500,5,2,0,2012,BL,29.6819973456,97.3816862897372
2481,Chelsea Street,5281900,5,2,0,2010,BL,52.4097622051,171.947694836357
2482,Meridian Street,4414200,3,2,0,2013,BLSL,86.1513933301,282.648362934066
2483,Stuart Street,0,0, ,1,2020,SBL,103.144066933,304.061364743335
2484,Stuart Street,0,0, ,1,2020,BL,103.144066933,305.810042958643
2485,Stuart Street,0,0, ,1,2020,SBL,103.144066933,138.690503858397
2486,Stuart Street,0,0, ,1,2020,SBL,103.144066933,138.705684597147
2487,Mount Vernon Street,4664400,6,2,0,2013,BFBL,72.3024843636,237.212400779806
2488,Seaport Boulevard,45264200,3,2,0,2012,BL,61.571679012,202.006416937001
2489,Seaport Boulevard,5653000,3,2,0,2012,BL,52.2410972832,171.39433331343
2490,Drydock Avenue,5278700,0,2,0,2013,BL,182.749289454,599.569960512717
2491,Northern Avenue,45263900,5,5,0,2017,SLM,71.1770219106,233.519946064111
2492,Maverick Street,5621700,5,2,0,2015,BL,24.5827318632,80.6518461237835
2493,Maverick Street,4429500,5,2,0,2015,BL,80.8559545343,265.274910809411
2494,Meridian Street,5228700,5,2,0,2013,BLSL,45.1468095948,148.119157831858
2495,Maverick Street,4428200,5,2,0,2015,BL,63.9848361316,209.923583208061
2496,Chelsea Street,5281600,5,2,0,2010,BL,38.2769635034,125.580337782044
2497,Maverick Street,4432800,5,2,0,2015,BL,131.223244005,430.521593037726
2498,Chelsea Street,4419800,5,2,0,2010,BL,183.66586172,602.577081348875
