FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
1,Veterans Of Foreign Wars Parkway,6212500,2,3,1,2013,BL,175.249590384,574.964697772898
2,Veterans Of Foreign Wars Parkway,4847800,2,3,1,2013,BL,82.5011606868,270.672558019821
3,Veterans Of Foreign Wars Parkway,4838800,2,3,1,2013,BL,81.2270240073,266.492327920391
4,Lake Street,4547801,6,2,0,2010,SLM,137.040789804,449.607991199618
5,Commonwealth Avenue,5141000,3,2,1,2013,SLM,213.655204603,700.967117148925
6,Commonwealth Avenue,5673800,3,2,1,2013,SLM,214.586170025,704.021459465571
7,Lake Street,4540000,6,2,0,2010,SLM,98.3328303472,322.613627593831
8,Lake Street,4535900,6,2,0,2010,SLM,198.175388909,650.180421762629
9,Faneuil Street,5454700,3,2,0,2010,BL,37.6627034623,123.565052964721
10,Washington Street,4505600,3,2,0,2010,BL,55.2795339916,181.362937746932
11,Faneuil Street,4485300,6,2,0,2017,SLM,59.8905090006,196.49077832633
12,Veterans Of Foreign Wars Parkway,5107800,2,3,1,2013,BL,83.1971250955,272.955901250568
13,Beacon Street,4600100,3,2,0,2009,BFBL,57.3115144285,188.029526894058
14,Commonwealth Avenue,6227100,3,2,1,2013,BL,167.106824497,548.249640015797
15,Washington Street,4506300,3,2,0,2010,BL,42.0331826708,137.903866812993
16,Faneuil Street,4481600,6,2,0,2017,BL,48.9446080694,160.579101634313
17,Faneuil Street,5648900,6,2,0,2017,BL,56.8480237649,186.508891301674
18,Baker Street,5437300,6,2,0,2014,BL,95.1479327799,312.164509442871
19,Veterans Of Foreign Wars Parkway,4984800,2,3,1,2013,BL,86.7393801741,284.57744976407
20,Veterans Of Foreign Wars Parkway,4933300,2,3,1,2013,BL,496.232801666,1628.05709695003
21,Veterans Of Foreign Wars Parkway,6222500,2,3,1,2013,BL,297.55920715,976.242165450414
22,Baker Street,5688000,6,2,0,2014,BL,38.3888523019,125.94742628412
23,Commonwealth Avenue,5717400,3,2,1,2013,SLM,32.2532358595,105.817491346039
24,Chestnut Hill Avenue,5701700,5,2,0,2010,SLM,117.515923596,385.55015931678
25,Chestnut Hill Avenue,4534000,5,2,0,2013,BL,67.6963820265,222.100546702274
26,Western Avenue,5126300,5,2,0,2015,BLSL,59.3168935651,194.608841664771
27,Washington Street,5304500,3,2,0,2010,SLM,34.4526824529,113.033509012768
28,Market Street,5789600,5,2,0,2013,BL,18.144745268,59.5298851060001
29,Washington Street,4504200,3,2,0,2010,SLM,69.1059547987,226.725120032053
30,Washington Street,5304400,3,2,0,2010,BL,43.3010143833,142.063411378957
31,Washington Street,5824200,3,2,0,2010,SLM,40.9149831263,134.235240450169
32,Market Street,5273900,5,2,0,2013,BL,23.2719237437,76.3513031595066
33,Belgrade Avenue,4899500,3,2,0,2009,BL,69.0599849193,226.57430049904
34,Veterans Of Foreign Wars Parkway,6287101,2,3,1,2013,BL,74.9872316398,246.020609139647
35,Veterans Of Foreign Wars Parkway,5212800,2,3,1,2013,BL,1089.71352287,3575.16844960495
36,Western Avenue,4438100,5,2,0,2015,BLSL,53.2217222256,174.611600354602
37,Perkins Street,6276500,5,3,1,2008,BL,78.2086553922,256.58956354432
38,Centre Street,4828700,5,2,0,2019,BFBL,75.805023867,248.703649117001
39,Everett Street,5719400,6,2,0,2017,BLSL,12.9011826774,42.3266301525887
40,Western Avenue,5126200,5,2,0,2015,BLSL,85.4538888929,280.359967125416
41,Centre Street,5148000,5,2,0,2010,SLM,44.1838248871,144.95976547937
42,Cambridge Street,4468100,3,2,0,2015,BL,65.060576072,213.452906642581
43,Franklin Street,4447700,0,2,0,2010,SLM,38.0355157441,124.788187899365
44,Franklin Street,4442100,0,2,0,2010,SLM,102.682346214,336.883664200259
45,Western Avenue,5126600,5,2,0,2015,BLSL,64.8769759633,212.850545301746
46,River Street,5076100,5,2,0,2012,BLSL,39.033078846,128.061026183156
47,Cummins Highway,5154600,3,2,0,2012,BL,145.183236214,476.322000804265
48,Washington Street,5705200,3,2,0,2009,BL,78.9603252755,259.05566719993
49,Centre Street,5731300,2,3,1,2011,BL,146.101779011,479.335586635108
50,Centre Street,6235300,2,3,1,2011,BL,255.904055811,839.578556480368
51,South Huntington Avenue,4631500,5,2,0,2010,BL,71.844643897,235.710302521496
52,Huntington Avenue,5627300,3,2,1,2013,SLM,62.7580011919,205.898455747332
53,South Huntington Avenue,5128000,5,2,0,2010,SLM,137.417146501,450.842754824139
54,Commonwealth Avenue,5118700,3,2,1,2019,SBL,73.9483292319,242.612143491489
55,Commonwealth Avenue,5118600,3,2,1,2019,SBL,94.0301606186,308.49728529264
56,River Street,5737500,5,2,0,2012,SLM,17.2043778601,56.4446963942133
57,Washington Street,4870700,3,2,0,2009,BL,46.7931719139,153.5205981759
58,Centre Street,6238600,2,3,1,2011,BL,34.6772467798,113.770267121511
59,Centre Street,4790100,2,3,1,2011,BL,36.1039898909,118.451173472672
60,Walter Street,6240300,6,2,0,2016,BL,16.4181149475,53.8650987903753
61,Walter Street,4806700,6,2,0,2016,BLSL,206.316261405,676.889267623862
62,Walter Street,5222300,6,2,0,2016,BLSL,125.726714728,412.488396563575
63,Centre Street,6277300,2,3,1,2011,BL,70.757999177,232.145202296684
64,North Harvard Street,5222000,5,2,0,2012,BL,22.5072470793,73.8425264783328
65,North Harvard Street,5814001,5,2,0,2009,BLSL,61.7776651959,202.682223252214
66,North Harvard Street,5180600,5,2,0,2009,BL,201.428049555,660.851859230973
67,Western Avenue,5151500,5,2,0,2010,SBLBL,58.5977205956,192.249355016551
68,American Legion Highway,5694800,5,2,1,2009,BFBL,208.571774044,684.289228647543
69,Cummins Highway,4931300,3,2,0,2012,BL,116.768341922,383.097468462438
70,Perkins Street,4648600,5,3,1,2008,BL,94.2726750241,309.29293466475
71,Chestnut Street,6251200,5,3,1,2007,BL,137.734915836,451.885303016566
72,Commonwealth Avenue,5119400,3,2,1,2010,BL,57.8561168105,189.816276567522
73,Commonwealth Avenue,6276000,3,2,1,2019,SBL,129.116831573,423.610804945505
74,Truman Highway,6233200,5,3,0,0,BL,456.8209471,1498.75348493454
75,American Legion Highway,6291500,5,2,1,2009,SLM,158.464823909,519.896676419064
76,American Legion Highway,5121000,5,2,1,2009,SLM,353.633470368,1160.21247736859
77,Walk Hill Street,5690500,5,2,0,2014,SLM,81.3441965751,266.876751586619
78,South Street,5735800,5,2,0,2010,SLM,18.3633404997,60.2470596383352
79,South Street,5736000,5,2,0,2010,SLM,21.1767448992,69.4773705362738
80,Centre Street,4736000,5,2,0,2011,SLM,51.3333843567,168.416278558934
81,Centre Street,5852700,5,2,0,2010,BL,56.1343163113,184.167336121504
82,Centre Street,4721700,5,2,0,2010,BL,72.348123147,237.362134048861
83,Perkins Street,5291300,5,2,0,2010,SLM,58.2671421789,191.164782249138
84,Centre Street,4661200,5,2,0,2010,SLM,52.9881960903,173.845440015074
85,River Street,5858200,5,2,0,2013,SLM,5.91710186328,19.4130250301873
86,Jewish War Veterans Drive,5190500,5,2,0,2009,BL,577.676676891,1895.26089747023
87,Seaver Street,5148900,3,2,1,2016,BFBL,182.267696655,597.989934763538
88,Walk Hill Street,5688700,5,2,0,2015,BL,172.600952399,566.274957991353
89,American Legion Highway,5119700,5,2,1,2020,SBL,269.609219199,884.542913286641
90,Arborway,5241800,0,3,1,2018,SBL,0,150.075148754233
91,James Shea Circle,5764000,2,1,1,2018,SBL,0,135.573985541235
92,Forest Hills Entrance Drive,5630000,5,2,0,2009,BL,324.459003836,1064.49591511437
93,Williams Street,4756700,0,2,0,2017,SLMTC,0,233.359496103675
94,Centre Street,4650900,5,2,0,2010,SLM,30.3859082306,99.6911005732583
95,Centre Street,4638100,5,2,0,2010,BLSL,23.9129363588,78.4543586776866
96,Huntington Avenue,4587900,3,2,0,2013,SLM,53.7372394321,176.302926367177
97,River Street,5041400,5,2,0,2013,SLM,117.236820043,384.63446707129
98,Blue Hill Avenue,6257501,2,1,1,2010,BL,43.9302017717,144.127670317718
99,Blue Hill Avenue,6229400,2,2,1,2010,BL,107.755771766,353.528727877493
100,Blue Hill Avenue,6229600,2,2,1,2010,BL,98.99602012,324.789442665099
101,Walk Hill Street,4972400,5,2,0,2014,SLM,119.292649802,391.379301908007
102,Blue Hill Avenue,5158300,2,2,1,2010,BL,21.2588333736,69.7466891545395
103,Blue Hill Avenue,6223700,2,2,1,2010,BL,189.956020101,623.214042614101
104,Walk Hill Street,5736300,5,2,0,2015,BL,184.047114481,603.827908100836
105,Tremont Street,4586700,5,2,0,2015,SLM,119.982016075,393.640997767341
106,Huntington Avenue,5229200,3,2,1,2013,SLM,199.152100004,653.384848146745
107,Huntington Avenue,5229300,3,2,1,2013,SLM,55.9370283321,183.520067103421
108,Huntington Avenue,6241601,3,2,1,2013,SLM,100.604242456,330.065752140402
109,Mountfort Street,5660100,0,2,0,2017,SLM,74.5631284451,244.629105243331
110,Bay State Road,4495700,0,2,0,2019,CFBL,255.0730628,836.852206896721
111,Commonwealth Avenue,5126800,3,2,1,2008,BL,210.962189235,692.131782512502
112,Walnut Avenue,5205900,6,2,0,2011,SLM,46.7117240316,153.253381271675
113,Ruggles Street,4581300,5,2,0,2010,SLM,103.754976842,340.402743719649
114,Columbus Avenue,5194100,3,2,0,2018,SBL,51.4867602339,168.919519825452
115,Huntington Avenue,5595000,3,2,1,2012,SLM,82.5413172503,270.804305009859
116,Westland Avenue,5301200,5,2,0,2017,SBL,151.421835734,496.789806028881
117,Massachusetts Avenue,4518700,3,2,0,2016,SBLBL,66.4990795144,218.172396706655
118,Westland Avenue,5301100,5,2,0,2017,SBL,74.1059807456,243.129371875618
119,Westland Avenue,4532100,5,2,0,2017,BL,84.4304510607,277.002238165072
120,Commonwealth Avenue,5859201,3,1,1,2010,BL,15.1613590422,49.7418921257227
121,Ruggles Street,5406900,5,2,0,2010,SLM,23.4418810475,76.9089047678233
122,Forsyth Way,6256000,5,2,1,2011,BL,104.698621788,343.498543710652
123,Huntington Avenue,5594700,3,2,1,2012,SLM,283.123711235,928.881709296731
124,Beacon Street,5820300,3,2,0,2010,BL,110.03709761,361.013377743504
125,Commonwealth Avenue,6228200,3,2,1,2009,BL,104.102600899,341.543283117836
126,Bay State Road,5655200,6,2,0,2019,CFBL,48.4422746019,158.931029284226
127,Commonwealth Avenue,6209400,3,2,1,2010,BL,175.298265051,575.124391254495
128,Blue Hill Avenue,4935800,2,2,1,2010,BL,98.2930647201,322.483163188838
129,Norfolk Street,4965300,5,2,0,2017,BL,80.0283539815,262.559691380465
130,Blue Hill Avenue,6212800,3,2,1,2010,BL,60.7652201372,199.360559744644
131,Blue Hill Avenue,6219000,3,2,1,2010,BL,74.5349467721,244.536737871214
132,Blue Hill Avenue,6212400,3,2,1,2010,BL,74.9361169054,245.852910226707
133,Blue Hill Avenue,6219600,3,2,1,2012,SLM,107.936244388,354.120828482621
134,Blue Hill Avenue,5691100,3,2,1,2012,BL,105.094543003,344.797679831799
135,American Legion Highway,5120600,5,2,1,2008,SLM,110.038378476,361.017580048239
136,American Legion Highway,5689900,5,2,1,2008,SLM,74.5710202316,244.655088873017
137,Blue Hill Avenue,6278400,3,2,1,2012,BL,22.7545253679,74.6538053282043
138,American Legion Highway,5120800,5,2,1,2008,SLM,137.290205309,450.426281917081
139,Seaver Street,6247400,3,2,1,2016,SLM,228.283216667,748.9591866946
140,Seaver Street,6228700,3,2,1,2016,SUP,31.3474876432,102.8458823719
141,Massachusetts Avenue,5308700,3,2,0,2016,SBLBL,42.4217359139,139.17864523414
142,Commonwealth Avenue,5456100,3,2,1,2010,BL,163.021636089,534.846817735625
143,Massachusetts Avenue,4503700,3,2,0,2016,SBLBL,42.8899895345,140.714907337717
144,Boylston Street,5809700,3,2,0,2016,BLSL,90.286852164,296.216114129801
145,Hereford Street,5269600,5,2,0,2013,BL,45.2746656286,148.538632184614
146,South Street,5836800,6,2,0,2018,SBL,0,115.106968742484
147,Walnut Entrance,6249200,0,2,0, ,SUP,0,160.796591608656
148,Walnut Entrance,6249300,0,2,0, ,SUP,0,417.420251766868
149,Washington Street,4754200,3,2,0,2016,SLM,0,442.709661406773
150,Washington Street,4748800,3,2,0,2016,SLM,0,205.643320059098
151,Cummins Highway,5278800,3,2,1, ,BFBL,0,450.919719933536
152,Washington Street,5716400,3,2,0,2016,SLM,0,372.275476933815
153,Washington Street,5135300,3,2,0,2016,SLM,0,400.06352497825
154,Glen Lane,5390900,6,2,0, ,SUP,0,595.292237145177
155,Washington Street,4732900,3,2,0,2016,SLM,0,256.124021035043
156,Maitland Street,5517500,0,2,0, ,SLM,0,263.610491896179
157,Brookline Avenue,5575700,3,2,0,2019,BLSL,0,229.660538686999
158,Morton Street,5716600,2,1,1,2020,BL,0,168.993516023158
159,Morton Street,6225900,5,2,1,2020,BL,0,141.272332611519
160,Ballou Avenue,4915900,0,2,0,2015,SLM,352.959251579,1158.00047788281
161,Talbot Avenue,4818400,5,2,0,2010,BL,52.759735089,173.095897535942
162,Blue Hill Avenue,5139100,3,2,1,2012,SLM,65.5297310917,214.992126103197
163,Blue Hill Avenue,6246100,3,2,1,2010,SLM,112.273148911,368.349489374933
164,Seaver Street,6285200,3,2,1,2016,SLM,50.0503316182,164.206796316409
165,Columbia Road,5402300,5,2,1,2010,BL,55.7148552521,182.791154262523
166,Columbia Road,5402400,5,2,1,2010,BL,64.334475004,211.070690095601
167,Columbia Road,6285500,5,2,1,2010,BL,70.4032086815,230.981193785975
168,Warren Street,4691500,5,2,0,2010,SLM,68.5919582773,225.038783097928
169,Walnut Avenue,4644900,6,2,0,2011,BLSL,27.0986676024,88.9062119685109
170,Warren Street,5602200,5,2,1,2011,BL,91.2873171621,299.498473059889
171,Warren Street,5602500,5,2,1,2011,BL,105.140929863,344.949867419225
172,Warren Street,6286601,5,2,1,2011,BL,60.9634544007,200.010933331625
173,Warren Street,6286600,5,2,1,2011,BL,146.620912896,481.038778388564
174,Warren Street,5601600,5,2,1,2011,BL,67.5163160345,221.509780200563
175,Warren Street,5474400,5,2,0,2011,SLM,43.9549084886,144.208728938999
176,Warren Street,5602700,5,2,1,2011,SLM,79.8477116912,261.967034094692
177,Warren Street,5602601,5,2,1,2011,SLM,38.1972298987,125.318745110527
178,Washington Street,5773600,3,2,0,2011,SLM,44.7137827744,146.698468991802
179,Massachusetts Avenue,6284900,3,2,1,2011,BL,187.265551557,614.387063726504
180,Commonwealth Avenue,4498100,3,2,1,2010,BL,171.710358021,563.353066300296
181,Huntington Avenue,5595700,3,2,1,2014,SLM,86.1522872583,282.651295768789
182,Dartmouth Street,5268800,5,2,0,2011,BL,44.7116704505,146.691538816736
183,Beacon Street,4468600,3,2,0,2018,SBL,0,618.366152756486
184,Cambridge Street,5757900,3,2,0,2011,BLSL,225.739779321,740.614592646949
185,Cambridge Street,5619300,3,2,0,2014,BL,43.5692706794,142.943515556937
186,Alford Street,6207700,3,2,1,2014,SLM,141.135096053,463.040727622565
187,Norfolk Street,4869500,5,2,0,2017,BL,33.4473978311,109.735337722633
188,Columbia Road,6284000,5,2,1,2010,BL,71.5221433819,234.652232059203
189,Geneva Avenue,4755800,5,2,0,2016,SLM,51.567543902,169.184516923133
190,Columbia Road,5217900,5,2,1,2010,BL,69.5237405996,228.095805604643
191,Massachusetts Avenue,6245500,3,2,1,2011,BL,129.007672144,423.252671020134
192,Massachusetts Avenue,46806400,3,2,1,2011,BL,60.2408546688,197.64020405477
193,Columbus Avenue,4534900,3,2,0,2009,BL,78.0631197337,256.112085309668
194,Dartmouth Street,4531200,5,2,0,2011,SLM,87.9287050385,288.479426437951
195,Dorchester Avenue,5398400,3,2,0,2010,SLM,79.4470043233,260.652379995222
196,West Dedham Street,5670900,5,2,0,2011,BLSL,32.0102517907,105.020301050579
197,Monsignor Reynolds Way,5715100,5,2,0,2011,SLM,62.3566643074,204.581822829017
198,Monsignor Reynolds Way,5671000,5,2,0,2011,SLM,63.1552485167,207.201844502346
199,Albany Street,4567800,5,2,0,2012,BL,77.0140638001,252.670307667808
200,West Dedham Street,5303200,5,2,0,2011,BLSL,61.6725784248,202.337451039092
201,Talbot Avenue,4850900,5,2,0,2010,BL,96.0227385934,315.034601556574
202,Columbia Road,5732600,5,2,1,2010,BL,232.286284698,762.092585704114
203,Columbia Road,5161300,5,2,1,2010,SLM,67.030000228,219.914259100406
204,Albany Street,4575600,5,2,0,2012,BL,77.7801743834,255.183788773194
205,Kneeland Street,4493600,3,2,0,2017,SBLBL,0,189.188722987804
206,Boylston Street,4481400,3,2,0,2020,SBL,113.724308968,373.110503653517
207,St James Avenue,5383100,3,2,0,2015,SLM,55.4006544583,181.76031385887
208,Main Street,5232200,5,2,0,2011,BL,24.9099875761,81.7255175669106
209,Main Street,4407900,5,2,0,2011,BL,58.061326808,190.489536361418
210,Dorchester Avenue,5744400,3,2,0,2010,SLM,105.503637599,346.139851014441
211,Dorchester Avenue,4969500,3,2,0,2010,SLM,124.353784624,407.984041709099
212,Dorchester Avenue,4922200,3,2,0,2010,SLM,34.0697380187,111.777132149631
213,Dorchester Avenue,5198800,3,2,0,2010,SLM,57.0670052193,187.227332970019
214,Dorchester Avenue,5192700,3,2,0,2011,SLM,32.324310501,106.05067537225
215,Dorchester Avenue,5192800,3,2,0,2011,SLM,26.0949716068,85.6132526819838
216,Ashmont Street,4889600,5,2,0,2013,SLM,87.6165898183,287.455428454801
217,Dorchester Avenue,4842300,3,2,0,2011,SLM,56.2540482465,184.56015663168
218,Dorchester Avenue,5152400,3,2,0,2011,SLM,58.7651501225,192.798663381165
219,Geneva Avenue,4779200,5,2,0,2016,SLM,52.0785394481,170.861008204035
220,Dorchester Avenue,5686900,3,2,0,2011,SLM,42.6790550825,140.022866556682
221,Adams Street,5186900,5,2,0,2013,SLM,81.2775677569,266.658153553085
222,Adams Street,5186800,5,2,0,2013,SLM,83.0062102221,272.329541363102
223,Gallivan Boulevard,5201200,2,1,0,2020,BL,0,131.992146243088
224,Quincy Street,4713500,5,2,0,2019,SLM,0,346.12196050009
225,Marginal Road,5588400,5,2,0,2019,BL,0,223.558878984613
226,Washington Street,5328000,5,2,0, ,SLM,0,113.65490588497
227,Washington Street,5724100,5,2,0, ,SLM,0,277.600376683864
228,Washington Street,5724300,5,2,0, ,SLM,0,246.859283521121
229,Washington Street,5725100,5,2,0, ,BL,0,234.281979030497
230,Washington Street,4857600,5,2,0, ,BL,0,192.955329351978
231,Charles River Dam,6273400,2,3,1,2019,SBL,0,93.2276886996746
232,Shawmut Avenue,4510800,5,2,0,2020,SBL,0,340.939950560571
233,Tremont Street,4481300,3,2,0,2020,SBL,0,388.000100982399
234,Washington Street,5812601,3,2,0,2020,SBL,0,38.8905530779256
235,Arlington Street,5272800,3,2,0,2020,SBL,0,174.61929993805
236,Arlington Street,5272700,3,2,0,2020,SBL,0,139.445163222179
237,Columbia Road,6284700,5,2,1,2010,SLM,42.0276246801,137.885631949171
238,Columbia Road,5764300,5,2,1,2010,SLM,47.663254121,156.375192907091
239,Columbia Road,6242400,5,2,1,2010,BL,72.307891915,237.230142078318
240,Columbia Road,5242000,5,2,1,2010,SLM,107.405156592,352.378510115488
241,Boylston Street,5650400,3,2,0,2020,SBL,56.2525879603,184.555365711688
242,Kneeland Street,5760601,3,2,0,2017,SBL,0,16.71123347513
243,Washington Street,5366400,0,2,0,0,PED,7.66711372133,25.1545222667646
244,Main Street,5792200,5,2,0,2012,BL,57.1330557596,187.444033801179
245,Main Street,5839200,5,2,0,2012,BL,53.5601641608,175.721971945719
246,City Square,5581600,5,2,0,2012,BL,28.7215017267,94.2304602306289
247,Main Street,5521800,5,2,0,2011,BL,70.8956467029,232.596800889389
248,Main Street,5231800,5,2,0,2011,BL,31.7271781685,104.091583710089
249,Adams Street,5630800,5,2,0,2017,BFBL,92.1050302481,302.181253409715
250,Adams Street,4970300,5,2,0,2017,BFBL,160.083943391,525.208737596573
251,Adams Street,5498401,5,2,0,2017,BL,32.8263455118,107.697768596491
252,Ashmont Street,5514100,5,2,0,2013,SLM,59.5404341843,195.342241135486
253,Adams Street,5687300,5,2,0,2013,SLM,23.773711511,77.997585185792
254,Freeport Street,4752500,3,2,0,2013,BL,50.8933074159,166.972459395697
255,Dorchester Avenue,5128200,3,2,0,2011,BL,99.8866543503,327.711465132112
256,Dorchester Avenue,5128100,3,2,0,2011,BL,108.170792499,354.890341716981
257,Dorchester Avenue,5128400,3,2,0,2011,BL,22.2697419443,73.0633117004862
258,Dorchester Avenue,4644000,3,2,0,2011,BL,96.9342801787,318.025217558769
259,Dorchester Avenue,4654900,3,2,0,2011,BL,96.5675623534,316.822077490804
260,Dorchester Avenue,4663200,3,2,0,2011,BL,46.5716154025,152.793708189648
261,Dorchester Avenue,4638300,3,2,0,2011,BL,99.3903388977,326.083136863541
262,Commercial Street,5150100,5,2,0,2017,SBL,58.0826694195,190.559557930938
263,Commercial Street,5150000,5,2,0,2017,SBL,82.5532796672,270.843551688593
264,D Street,5286000,3,5,0,2013,BLSL,82.1360593638,269.474721425926
265,Bennington Street,5619700,5,2,1,2008,SLM,121.34004327,398.096458605396
266,Dorchester Avenue,4617000,3,2,0,2011,SLM,57.3803319377,188.255305685871
267,Dorchester Avenue,5250000,3,2,0,2011,BL,250.868073398,823.056337489684
268,D Street,4585200,5,2,0,2013,BLSL,176.848569483,580.210681689389
269,D Street,4570100,5,2,0,2013,BLSL,46.8868924229,153.828079551519
270,Dorchester Avenue,6266600,3,2,0,2011,SLM,68.5617888904,224.939802369644
271,A Street,4535100,5,2,0,2013,BL,39.3074198364,128.961093275921
272,Surface Artery,45235900,3,2,0,2011,BL,15.0337224343,49.3231376844171
273,Devonshire Street,5650800,5,2,0,2012,SLM,145.078423946,475.978129217182
274,Atlantic Avenue,5433300,3,2,0,2011,BL,96.2494073917,315.778264084848
275,High Street,5349600,5,2,0,2011,BL,75.9351253818,249.13049051688
276,Purchase Street,45235000,3,2,0,2011,BL,15.619399278,51.2446458337639
277,High Street,5326000,3,2,0,2011,BL,116.131910993,381.00944467442
278,Milk Street,5462500,5,2,0,2011,BL,49.1951507002,161.401090235052
279,Congress Street,5237800,3,2,0,2016,SBL,141.333655111,463.692166810164
280,Kilby Street,5805600,0,2,0,2011,BL,25.036845428,82.1419041407695
281,Milk Street,5462600,5,2,0,2011,BL,66.2199527049,217.256628162404
282,North Washington Street,45225600,3,2,0,2014,SLM,35.6423000911,116.936446214804
283,North Washington Street,45225800,3,2,0,2014,BL,88.967852226,291.888695195801
284,Cross Street,5806000,3,2,0,2014,BL,68.08213989,223.366153966171
285,Cross Street,45227200,3,2,0,2014,BL,22.8922683291,75.1057170129178
286,Commercial Street,5149900,5,2,0,2017,SLM,80.4020046952,263.785577093797
287,Salem Street,5765000,0,2,0,2013,SLM,31.3262374374,102.776164008583
288,Ashmont Street,4856800,5,2,0,2013,SLM,265.260654438,870.275997098476
289,Neponset Avenue,4814800,5,2,0,2012,BLSL,73.4426016185,240.952935483454
290,Freeport Street,4770200,3,2,0,2013,SLM,148.691202789,487.83105449403
291,Old Colony Avenue,5203500,3,3,1,2016,BFBL,16.8987026735,55.4418270242451
292,A Street,5625700,5,2,0,2013,SLM,49.2484586949,161.575984895024
293,Pearl Street,45234200,5,2,0,2011,SLM,66.3382501658,217.644742428054
294,Purchase Street,5482500,3,2,0,2011,BL,132.208610749,433.754417130908
295,Purchase Street,45232200,3,2,0,2011,BL,173.629139431,569.648268269738
296,John F. Fitzgerald Surface Road,5586400,3,2,0,2011,BL,33.1588540617,108.788673691772
297,Maverick Street,5157000,5,2,0,2015,BL,127.775067548,419.208700811906
298,Veterans Of Foreign Wars Parkway,4989300,2,3,1,2013,SLM,83.4413673485,273.757219400102
299,Veterans Of Foreign Wars Parkway,6222400,2,3,1,2013,BL,299.295960188,981.940162706961
300,Washington Street,5326400,3,2,0,2020,SBL,0,255.584846418148
301,Washington Street,5588900,3,2,0,2020,SBL,0,18.6232474591524
302,Washington Street,5326700,3,2,0,2020,BL,0,76.9567750801349
303,Music Hall Place,5540500,0,0,0, ,PED,0,137.13843317777
304,Seaport Boulevard,5267400,3,5,0,2017,SLM,0,358.399714578659
305,University Of Massachusetts Access Road,6287300,0,B,0,2019,BL,0,231.653266205047
306,Taylor Street,5401700,0,2,0, ,SUP,0,527.11629277583
307,D Street,5665300,3,2,1,2013,BL,136.627522987,448.252131658495
308,Northern Avenue,45263800,3,5,0,2017,SLM,59.7615560612,196.067705196164
309,Northern Avenue,45263901,5,5,0,2017,SLM,65.8343618524,215.991568838103
310,Meridian Street,4411300,3,2,0,2013,BLSL,86.9635551607,285.312930578342
311,Meridian Street,4404100,3,2,0,2013,BLSL,51.1000075205,167.650608001189
312,Marginal Street,4435500,0,5,0,2015,SLM,172.854138941,567.105620863534
313,Bennington Street,6267500,5,2,1,2008,SLM,267.300964786,876.96991531773
314,Veterans Of Foreign Wars Parkway,6212200,2,3,1,2013,BL,348.591146517,1143.66945316703
315,Market Street,5313600,5,2,1,2013,BL,38.5600841884,126.509209561617
316,Baker Street,5437400,6,2,0,2014,BL,65.6216664098,215.293750531007
317,Veterans Of Foreign Wars Parkway,6223500,2,3,1,2013,BL,203.313678871,667.038294738087
318,Veterans Of Foreign Wars Parkway,6213400,2,3,1,2013,BL,345.540596477,1133.66110695356
319,Baker Street,5129000,6,2,0,2014,SLM,53.6247910761,175.934002073042
320,Veterans Of Foreign Wars Parkway,5855200,2,3,1,2013,BL,243.828463785,799.960551584293
321,Baker Street,5687900,6,2,0,2014,BL,132.592593338,435.014199964117
322,Veterans Of Foreign Wars Parkway,4827700,2,3,1,2013,SLM,87.0804853433,285.696559011254
323,Veterans Of Foreign Wars Parkway,6218600,2,3,1,2013,BL,81.0960769079,266.062712291627
324,Beacon Street,4587500,3,2,0,2009,BL,170.204192483,558.411588142708
325,Chestnut Hill Avenue,4513000,5,2,0,2013,BLSL,34.9978808415,114.822214051125
326,Market Street,4492400,5,2,0,2013,BL,90.5133601994,296.959249257638
327,Lake Street,5786300,6,2,0,2011,BL,19.843842424,65.1043396624087
328,Lake Street,5786600,6,2,0,2011,BL,61.6635223076,202.307739458757
329,Washington Street,5799000,3,2,0,2010,BL,68.7846772754,225.671061977888
330,Lake Street,5786500,6,2,0,2011,BL,70.3360101325,230.760726590963
331,Veterans Of Foreign Wars Parkway,4801700,2,3,1,2013,BL,416.559842353,1366.66348927769
332,Beacon Street,5679000,3,2,0,2009,BFBL,82.2942078297,269.993580164203
333,Chestnut Hill Avenue,5328600,5,2,0,2010,SLM,178.973456166,587.182080771829
334,Commonwealth Avenue,6238000,3,2,1,2013,SLM,128.791300657,422.542792226193
335,Commonwealth Avenue,6223000,3,2,1,2013,SLM,101.79955431,333.987371108956
336,Chestnut Hill Avenue,5708900,5,2,0,2013,BL,94.2493994982,309.216571544267
337,Chestnut Hill Avenue,4536000,5,2,0,2013,BL,40.1538543498,131.738103794125
338,Chestnut Hill Avenue,4535000,5,2,0,2013,BL,33.8304261372,110.991989760687
339,Winship Street,4521800,5,2,0,2013,BL,64.2125019678,210.670516882629
340,Saratoga Street,5614700,5,2,0,2017,BL,0,124.568953306641
341,Washington Street,6258100,3,2,1,2016,BFBL,0,391.820088750492
342,Beech Street,4903100,3,2,0,2013,SLM,53.1407748373,174.346025436633
343,Centre Street,4880800,5,2,0,2010,BL,73.5124853332,241.18221229817
344,Commonwealth Avenue Frontage Road Eb,5109300,0,2,1,2013,SLM,110.142157161,361.358060644876
345,Cambridge Street,5649300,3,2,0,2015,SLM,70.5387453134,231.425866897503
346,Belgrade Avenue,4897500,3,2,0,2009,BL,112.5802461,369.357024076224
